model,scenario,env,sample,iteration_index,iteration_id,warmup_healthy,warmup_duration_s,explore_duration_s,explore_peak_goodput_rps,explore_stop_reason,explore_stop_category,recovery_attempted,recovery_duration_s,recovery_success,refine_attempted,refine_duration_s,refine_success,sustained_goodput_rps,final_stop_reason,total_duration_s,peak_sustained_gap_rps,peak_sustained_gap_pct
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Python-Flask,0,6,iteration-006-code,True,30.0,247.0,12680.8,"explore end (fail%=2.9>thr=2.0) peak=16389u/12680.8/s -> recovery settle attempt=1 users=12292 (75% peak, drop=4753, hold=45s)",failure-rate,True,91.0,True,True,112.0,True,10063.6,overload-peak,480.0,2617.199999999999,26.006598036487926
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Python-Flask,0,7,iteration-007-spec,True,30.0,401.0,9242.4,"explore end (p95=1100>1000ms) peak=14010u/9242.4/s -> recovery settle attempt=1 users=10508 (75% peak, drop=4062, hold=45s)",p95-latency,True,45.0,True,True,148.0,True,9299.4,refine-goodput-stall,624.0,-57.0,-0.6129427705013227
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Python-Flask,0,8,iteration-008-code,True,30.0,376.0,9314.6,"explore end (p95=1500>1000ms) peak=13471u/9314.6/s -> recovery settle attempt=1 users=10103 (75% peak, drop=3907, hold=45s)",p95-latency,True,45.0,True,True,43.0,True,8845.4,refine-goodput-stall,494.0,469.2000000000007,5.304452031564438
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Python-Flask,0,9,iteration-009-spec,True,30.0,255.0,12600.3,"explore end (p95=2000>1000ms) peak=15759u/12600.3/s -> recovery settle attempt=1 users=11819 (75% peak, drop=4570, hold=45s)",p95-latency,True,45.0,True,True,62.0,False,,overload-peak,392.0,,
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Python-Flask,0,10,iteration-010-spec,True,30.0,234.0,12600.4,"explore end (p95=2000>1000ms) peak=15759u/12600.4/s -> recovery settle attempt=1 users=11819 (75% peak, drop=3940, hold=45s)",p95-latency,True,92.0,True,True,60.0,False,,overload-peak,416.0,,
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,0,iteration-000-baseline,True,30.0,95.0,6814.5,"explore end (goodput=6456.0<95%*peak=6473.8 (3 checks)) peak=5910u/6814.5/s -> recovery settle attempt=1 users=4432 (75% peak, drop=1960, hold=45s)",goodput-collapse,True,45.0,True,True,400.0,True,8325.0,refine-goodput-stall,570.0,-1510.5,-18.144144144144143
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,1,iteration-001-code,True,30.0,114.0,8687.2,"explore end (goodput=8048.0<95%*peak=8252.8 (3 checks)) peak=8413u/8687.2/s -> recovery settle attempt=1 users=6310 (75% peak, drop=3154, hold=45s)",goodput-collapse,True,45.0,True,True,147.0,True,8493.1,refine-goodput-stall,336.0,194.10000000000036,2.2853846063274936
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,2,iteration-002-code,True,30.0,128.0,8676.9,"explore end (goodput=7873.3<95%*peak=8243.1 (3 checks)) peak=8750u/8676.9/s -> recovery settle attempt=1 users=6562 (75% peak, drop=3675, hold=45s)",goodput-collapse,True,45.0,True,True,63.0,True,7909.1,refine-goodput-stall,266.0,767.7999999999993,9.707804933557538
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,3,iteration-003-spec,True,30.0,103.0,9445.0,"explore end (goodput=8843.6<95%*peak=8972.8 (3 checks)) peak=9464u/9445.0/s -> recovery settle attempt=1 users=7098 (75% peak, drop=5855, hold=45s)",goodput-collapse,True,46.0,True,True,20.0,False,,overload-peak,199.0,,
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,4,iteration-004-code,True,30.0,103.0,9423.6,"explore end (goodput=8737.6<95%*peak=8952.4 (3 checks)) peak=9464u/9423.6/s -> recovery settle attempt=1 users=7098 (75% peak, drop=5855, hold=45s)",goodput-collapse,True,46.0,True,True,20.0,False,,overload-peak,199.0,,
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,5,iteration-005-spec,True,30.0,152.0,19360.1,"explore end (goodput=18088.4<95%*peak=18392.1 (3 checks)) peak=19173u/19360.1/s -> recovery settle attempt=1 users=14380 (75% peak, drop=8051, hold=45s)",goodput-collapse,True,45.0,True,True,147.0,True,18980.5,refine-goodput-stall,374.0,379.59999999999854,1.9999473143489295
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,6,iteration-006-spec,True,30.0,194.0,27934.7,"explore end (goodput=26201.9<95%*peak=26538.0 (3 checks)) peak=27290u/27934.7/s -> recovery settle attempt=1 users=20468 (75% peak, drop=14063, hold=45s)",goodput-collapse,True,45.0,True,True,84.0,True,24450.8,refine-goodput-stall,353.0,3483.9000000000015,14.24861354229719
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,7,iteration-007-code,True,30.0,176.0,28163.3,"explore end (goodput=26576.6<95%*peak=26755.1 (3 checks)) peak=27290u/28163.3/s -> recovery settle attempt=1 users=20468 (75% peak, drop=15444, hold=45s)",goodput-collapse,True,46.0,True,True,108.0,True,25327.3,refine-goodput-stall,360.0,2836.0,11.197403592171293
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,8,iteration-008-spec,True,30.0,188.0,28077.5,"explore end (goodput=26330.0<95%*peak=26673.6 (3 checks)) peak=28382u/28077.5/s -> recovery settle attempt=1 users=21286 (75% peak, drop=13245, hold=45s)",goodput-collapse,True,45.0,True,True,159.0,True,25094.3,refine-goodput-stall,422.0,2983.2000000000007,11.887958620085042
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,9,iteration-009-spec,True,30.0,203.0,28181.7,"explore end (goodput=26497.8<95%*peak=26772.6 (3 checks)) peak=30698u/28181.7/s -> recovery settle attempt=1 users=23024 (75% peak, drop=24234, hold=45s)",goodput-collapse,True,45.0,True,True,20.0,False,,overload-peak,298.0,,
anthropic-claude-opus-4-8,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,10,iteration-010-spec,True,30.0,183.0,27913.1,"explore end (goodput=26151.7<95%*peak=26517.4 (3 checks)) peak=28382u/27913.1/s -> recovery settle attempt=1 users=21286 (75% peak, drop=17556, hold=45s)",goodput-collapse,True,45.0,True,True,21.0,False,,overload-peak,279.0,,
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,0,iteration-000-baseline,True,30.0,118.0,1630.6,"explore end (goodput=1481.1<95%*peak=1549.1 (3 checks)) peak=1894u/1630.6/s -> recovery settle attempt=1 users=1420 (75% peak, drop=629, hold=45s)",goodput-collapse,True,45.0,True,True,50.0,True,958.2,refine-goodput-stall,243.0,672.3999999999999,70.17324149446878
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,1,iteration-001-code,True,30.0,127.0,4789.6,"explore end (p95=1100>1000ms) peak=5464u/4789.6/s -> recovery settle attempt=1 users=4098 (75% peak, drop=1585, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,2825.7,refine-goodput-stall,243.0,1963.9000000000005,69.50136249424924
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,2,iteration-002-code,True,30.0,113.0,5558.7,"explore end (goodput=5162.9<95%*peak=5280.8 (3 checks)) peak=6392u/5558.7/s -> recovery settle attempt=1 users=4794 (75% peak, drop=1854, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,278.0,5558.7,
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,3,iteration-003-code,True,30.0,138.0,10043.6,"explore end (p95=1100>1000ms) peak=11976u/10043.6/s -> recovery settle attempt=1 users=8982 (75% peak, drop=3473, hold=45s)",p95-latency,True,135.0,False,False,,,0.0,recovery-unhealthy,303.0,10043.6,
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,4,iteration-004-code,True,30.0,127.0,10390.2,"explore end (p95=1100>1000ms) peak=11976u/10390.2/s -> recovery settle attempt=1 users=8982 (75% peak, drop=3473, hold=45s)",p95-latency,True,135.0,False,False,,,0.0,recovery-unhealthy,292.0,10390.2,
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,5,iteration-005-code,True,30.0,122.0,9771.7,"explore end (goodput=8862.5<95%*peak=9283.1 (3 checks)) peak=10646u/9771.7/s -> recovery settle attempt=1 users=7984 (75% peak, drop=3088, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,5643.0,refine-goodput-stall,238.0,4128.700000000001,73.16498316498317
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,6,iteration-006-code,True,30.0,125.0,9815.2,"explore end (p95=1100>1000ms) peak=11515u/9815.2/s -> recovery settle attempt=1 users=8636 (75% peak, drop=3340, hold=45s)",p95-latency,True,135.0,False,False,,,0.0,recovery-unhealthy,290.0,9815.2,
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,7,iteration-007-code,True,30.0,127.0,10491.4,"explore end (goodput=8973.2<95%*peak=9966.8 (3 checks)) peak=11976u/10491.4/s -> recovery settle attempt=1 users=8982 (75% peak, drop=3473, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,5680.7,refine-goodput-stall,243.0,4810.7,84.68498600524583
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,8,iteration-008-code,True,30.0,246.0,17160.2,"explore end (p95=1100>1000ms) peak=22431u/17160.2/s -> recovery settle attempt=1 users=16823 (75% peak, drop=7438, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,11734.5,refine-goodput-stall,362.0,5425.700000000001,46.2371639183604
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,9,iteration-009-spec,True,30.0,207.0,18533.1,"explore end (goodput=17038.9<95%*peak=17606.4 (3 checks)) peak=22431u/18533.1/s -> recovery settle attempt=1 users=16823 (75% peak, drop=7438, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,12531.9,refine-goodput-stall,323.0,6001.199999999999,47.88739137720536
anthropic-claude-opus-4-8,ClickCount,Go-net-http,0,10,iteration-010-code,True,30.0,271.0,13875.8,"explore end (p95=1100>1000ms) peak=18436u/13875.8/s -> recovery settle attempt=1 users=13827 (75% peak, drop=6911, hold=45s)",p95-latency,True,45.0,True,True,62.0,True,9324.9,refine-goodput-stall,408.0,4550.9,48.80374052268657
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,0,iteration-000-baseline,False,30.0,,,,,False,,,False,,,0.0,warmup-unhealthy,30.0,,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,1,iteration-001-code,False,30.0,,,,,False,,,False,,,0.0,warmup-unhealthy,30.0,,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,2,iteration-002-code,False,30.0,,,,,False,,,False,,,0.0,warmup-unhealthy,30.0,,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,3,iteration-003-code,False,30.0,,,,,False,,,False,,,0.0,warmup-unhealthy,30.0,,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,4,iteration-004-code,True,30.0,95.0,2766.0,"explore end (goodput=2535.2<95%*peak=2627.7 (3 checks)) peak=3281u/2766.0/s -> recovery settle attempt=1 users=2461 (75% peak, drop=951, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,260.0,2766.0,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,5,iteration-005-spec,True,30.0,98.0,3404.6,"explore end (goodput=3151.9<95%*peak=3234.4 (3 checks)) peak=4152u/3404.6/s -> recovery settle attempt=1 users=3114 (75% peak, drop=1038, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,263.0,3404.6,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,6,iteration-006-spec,True,30.0,104.0,3414.3,"explore end (goodput=3143.5<95%*peak=3243.6 (3 checks)) peak=4152u/3414.3/s -> recovery settle attempt=1 users=3114 (75% peak, drop=1204, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,269.0,3414.3,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,7,iteration-007-code,True,30.0,118.0,6453.5,"explore end (goodput=5754.9<95%*peak=6130.8 (3 checks)) peak=7479u/6453.5/s -> recovery settle attempt=1 users=5609 (75% peak, drop=2169, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,283.0,6453.5,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,8,iteration-008-spec,True,30.0,113.0,6462.6,"explore end (goodput=5878.2<95%*peak=6139.5 (3 checks)) peak=7479u/6462.6/s -> recovery settle attempt=1 users=5609 (75% peak, drop=1870, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,278.0,6462.6,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,9,iteration-009-code,True,30.0,116.0,6587.4,"explore end (goodput=6001.5<95%*peak=6258.0 (3 checks)) peak=7778u/6587.4/s -> recovery settle attempt=1 users=5834 (75% peak, drop=1944, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,281.0,6587.4,
anthropic-claude-opus-4-8,ClickCount,Python-Flask,0,10,iteration-010-spec,True,30.0,116.0,6462.6,"explore end (goodput=5916.9<95%*peak=6139.5 (3 checks)) peak=7479u/6462.6/s -> recovery settle attempt=1 users=5609 (75% peak, drop=2169, hold=45s)",goodput-collapse,True,135.0,False,False,,,0.0,recovery-unhealthy,281.0,6462.6,
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,0,iteration-000-baseline,False,30.0,,,,,False,,,False,,,0.0,warmup-unhealthy,30.0,,
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,1,iteration-001-code,True,30.0,83.0,1880.2,"explore end (goodput=1769.7<95%*peak=1786.2 (3 checks)) peak=2305u/1880.2/s -> recovery settle attempt=1 users=1729 (75% peak, drop=668, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,986.3,refine-goodput-stall,199.0,893.9000000000001,90.63165365507454
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,2,iteration-002-spec,True,30.0,85.0,1970.6,"explore end (goodput=1806.2<95%*peak=1872.1 (3 checks)) peak=2397u/1970.6/s -> recovery settle attempt=1 users=1798 (75% peak, drop=695, hold=45s)",goodput-collapse,True,45.0,True,True,42.0,True,1049.8,refine-goodput-stall,202.0,920.8,87.71194513240617
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,3,iteration-003-code,True,30.0,108.0,3333.8,"explore end (p95=1200>1000ms) peak=3690u/3333.8/s -> recovery settle attempt=1 users=2768 (75% peak, drop=1070, hold=45s)",p95-latency,True,135.0,False,False,,,0.0,recovery-unhealthy,273.0,3333.8,
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,4,iteration-004-code,True,30.0,106.0,5504.6,"explore end (goodput=5051.3<95%*peak=5229.4 (3 checks)) peak=6392u/5504.6/s -> recovery settle attempt=1 users=4794 (75% peak, drop=1598, hold=45s)",goodput-collapse,True,45.0,True,True,42.0,True,2906.3,refine-goodput-stall,223.0,2598.3,89.40233286309054
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,5,iteration-005-spec,True,30.0,120.0,4641.0,"explore end (goodput=4094.9<95%*peak=4408.9 (3 checks)) peak=5254u/4641.0/s -> recovery settle attempt=1 users=3940 (75% peak, drop=1524, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,2782.4,refine-goodput-stall,236.0,1858.6,66.79844738355376
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,6,iteration-006-code,True,30.0,129.0,4515.3,"explore end (p95=1100>1000ms) peak=5052u/4515.3/s -> recovery settle attempt=1 users=3789 (75% peak, drop=1675, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,2671.2,refine-goodput-stall,245.0,1844.1000000000004,69.03638814016175
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,7,iteration-007-code,True,30.0,106.0,5631.9,"explore end (goodput=5006.8<95%*peak=5350.3 (3 checks)) peak=6146u/5631.9/s -> recovery settle attempt=1 users=4610 (75% peak, drop=1782, hold=45s)",goodput-collapse,True,45.0,True,True,42.0,True,2897.9,refine-goodput-stall,223.0,2733.9999999999995,94.34418026847025
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,8,iteration-008-code,True,30.0,100.0,5410.4,"explore end (goodput=5108.2<95%*peak=5139.9 (3 checks)) peak=6392u/5410.4/s -> recovery settle attempt=1 users=4794 (75% peak, drop=1598, hold=45s)",goodput-collapse,True,45.0,True,True,49.0,True,2824.0,refine-goodput-stall,224.0,2586.3999999999996,91.58640226628894
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,9,iteration-009-spec,True,30.0,113.0,4964.3,"explore end (goodput=4583.3<95%*peak=4716.1 (3 checks)) peak=5464u/4964.3/s -> recovery settle attempt=1 users=4098 (75% peak, drop=1366, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,2916.9,refine-goodput-stall,229.0,2047.4,70.19095615207927
anthropic-claude-opus-4-8,ClickCount,Rust-Actix,0,10,iteration-010-code,True,30.0,124.0,4656.0,"explore end (goodput=4121.5<95%*peak=4423.2 (3 checks)) peak=5052u/4656.0/s -> recovery settle attempt=1 users=3789 (75% peak, drop=1675, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,2748.4,refine-goodput-stall,240.0,1907.6,69.40765536312036
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,0,iteration-000-baseline,False,30.0,,,,,False,,,False,,,0.0,warmup-unhealthy,30.0,,
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,1,iteration-001-code,True,30.0,431.0,13859.8,"explore end (p95=1100>1000ms) peak=18436u/13859.8/s -> recovery settle attempt=1 users=13827 (75% peak, drop=6113, hold=45s)",p95-latency,True,45.0,True,True,87.0,True,13531.3,refine-goodput-stall,593.0,328.5,2.427704655132914
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,2,iteration-002-spec,True,30.0,328.0,20151.7,"explore end (p95=1100>1000ms) peak=24261u/20151.7/s -> recovery settle attempt=1 users=18196 (75% peak, drop=7035, hold=45s)",p95-latency,True,45.0,True,True,62.0,True,16804.6,overload-peak,465.0,3347.100000000002,19.91776061316546
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,3,iteration-003-code,True,30.0,223.0,18828.8,"explore end (goodput=17810.5<95%*peak=17887.4 (3 checks)) peak=20738u/18828.8/s -> recovery settle attempt=1 users=15554 (75% peak, drop=6877, hold=45s)",goodput-collapse,True,45.0,True,True,41.0,True,15294.9,refine-goodput-stall,339.0,3533.8999999999996,23.105087316687257
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,4,iteration-004-code,True,30.0,247.0,30868.2,"explore end (p95=1600>1000ms) peak=35912u/30868.2/s -> recovery settle attempt=1 users=26934 (75% peak, drop=10414, hold=45s)",p95-latency,True,45.0,True,True,67.0,True,21593.2,refine-goodput-stall,389.0,9275.0,42.953337161699054
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,5,iteration-005-spec,True,30.0,239.0,33803.1,"explore end (goodput=31125.5<95%*peak=32112.9 (3 checks)) peak=37348u/33803.1/s -> recovery settle attempt=1 users=28011 (75% peak, drop=9337, hold=45s)",goodput-collapse,True,46.0,True,True,63.0,True,22400.2,refine-goodput-stall,378.0,11402.899999999998,50.90534905938338
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,6,iteration-006-spec,True,30.0,258.0,34571.3,"explore end (p95=1700>1000ms) peak=38842u/34571.3/s -> recovery settle attempt=1 users=29132 (75% peak, drop=11264, hold=45s)",p95-latency,True,45.0,True,True,49.0,True,22276.9,refine-goodput-stall,382.0,12294.400000000001,55.18900744717623
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,7,iteration-007-code,True,30.0,234.0,33354.1,"explore end (p95=1100>1000ms) peak=35912u/33354.1/s -> recovery settle attempt=1 users=26934 (75% peak, drop=10414, hold=45s)",p95-latency,True,45.0,True,True,41.0,True,23016.2,refine-goodput-stall,350.0,10337.899999999998,44.91575498996358
anthropic-claude-opus-4-8,ParcelPinLockerPickup,Go-net-http,0,8,iteration-008-spec,True,30.0,218.0,30191.9,"explore end (goodput=28381.0<95%*peak=28682.3 (3 checks)) peak=33203u/30191.9/s -> recovery settle attempt=1 users=24902 (75% peak, drop=9629, hold=45s)",goodput-collapse,True,136.0,True,True,41.0,True,14872.1,refine-goodput-stall,425.0,15319.800000000001,103.01033478795866
